idx,created_at,tree_dbh,curb_loc,health,steward,guards,sidewalk,user_type,problems,spc_common,spc_latin,nta,nta_name,borocode,boro_ct,boroname,zip_city,cb_num,st_senate,st_assem,cncldist,health_is_0,health_is_1,health_is_2
9295,2015-11-19,27,OnCurb,1,,,NoDamage,Volunteer,BranchLights,green ash,Fraxinus pennsylvanica,SI05,New Springville-Bloomfield-Travis,5,5018902,Staten Island,Staten Island,502,24,63,50,0,1,0
9296,2016-09-14,6,OnCurb,1,3or4,,NoDamage,NYC Parks Staff,,cherry,Prunus,BX40,Fordham South,2,2023704,Bronx,Bronx,205,33,86,14,0,1,0
9297,2015-09-26,3,OnCurb,0,,,Damage,TreesCount Staff,,Japanese zelkova,Zelkova serrata,SI45,New Dorp-Midland Beach,5,5011202,Staten Island,Staten Island,502,24,64,50,1,0,0
9298,2015-06-27,3,OnCurb,1,,Harmful,NoDamage,Volunteer,,cherry,Prunus,SI35,New Brighton-Silver Lake,5,5005900,Staten Island,Staten Island,501,24,61,49,0,1,0
9299,2015-07-12,11,OnCurb,1,,,NoDamage,TreesCount Staff,,Amur maackia,Maackia amurensis,MN03,Central Harlem North-Polo Grounds,1,1022102,Manhattan,New York,110,30,70,9,0,1,0
9300,2015-08-03,14,OnCurb,1,,,Damage,Volunteer,Stones,Norway maple,Acer platanoides,BK83,Cypress Hills-City Line,3,3117201,Brooklyn,Brooklyn,305,18,54,37,0,1,0
9301,2015-07-29,15,OnCurb,1,,,Damage,Volunteer,,English oak,Quercus robur,BK33,Carroll Gardens-Columbia Street-Red Hook,3,3005300,Brooklyn,Brooklyn,306,25,51,38,0,1,0
9302,2015-08-19,6,OnCurb,1,,,Damage,TreesCount Staff,,pin oak,Quercus palustris,BK25,Homecrest,3,3039600,Brooklyn,Brooklyn,315,22,45,47,0,1,0
9303,2016-07-11,5,OnCurb,1,1or2,,Damage,Volunteer,,green ash,Fraxinus pennsylvanica,SI11,Charleston-Richmond Valley-Tottenville,5,5022600,Staten Island,Staten Island,503,24,62,51,0,1,0
9304,2015-08-03,3,OnCurb,2,,Helpful,NoDamage,Volunteer,,cherry,Prunus,QN46,Bayside-Bayside Hills,4,4140901,Queens,Oakland Gardens,411,11,25,20,0,0,1
9305,2015-09-03,19,OnCurb,0,,,Damage,Volunteer,StonesBranchLights,maple,Acer,SI54,Great Kills,5,5015601,Staten Island,Staten Island,503,24,64,51,1,0,0
9306,2016-07-11,15,OnCurb,1,,,NoDamage,Volunteer,,scarlet oak,Quercus coccinea,BK82,East New York,3,3107800,Brooklyn,Brooklyn,305,19,60,42,0,1,0
9307,2015-12-03,5,OnCurb,1,,,NoDamage,Volunteer,,ginkgo,Ginkgo biloba,MN34,East Harlem North,1,1018400,Manhattan,New York,111,30,68,9,0,1,0
9308,2015-07-07,18,OnCurb,1,,,Damage,Volunteer,Stones,London planetree,Platanus x acerifolia,QN44,Glen Oaks-Floral Park-New Hyde Park,4,4157901,Queens,Glen Oaks,413,11,33,23,0,1,0
9309,2016-08-17,5,OnCurb,0,,,NoDamage,Volunteer,,ginkgo,Ginkgo biloba,QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,4,4092200,Queens,Rockaway Park,414,15,23,32,1,0,0
9310,2015-07-18,5,OnCurb,1,1or2,,NoDamage,Volunteer,,honeylocust,Gleditsia triacanthos var. inermis,MN24,SoHo-TriBeCa-Civic Center-Little Italy,1,1003300,Manhattan,New York,101,26,66,1,0,1,0
9311,2015-10-13,5,OnCurb,1,,,NoDamage,Volunteer,,silver maple,Acer saccharinum,BK77,Bushwick North,3,3043300,Brooklyn,Brooklyn,304,18,53,37,0,1,0
9312,2016-07-16,17,OnCurb,2,,,Damage,Volunteer,StonesBranchLights,English oak,Quercus robur,BX09,Soundview-Castle Hill-Clason Point-Harding Park,2,2007400,Bronx,Bronx,209,34,87,18,0,0,1
9313,2015-10-03,5,OnCurb,1,1or2,Helpful,NoDamage,Volunteer,,cherry,Prunus,QN15,Far Rockaway-Bayswater,4,4101001,Queens,Far Rockaway,414,15,23,31,0,1,0
9314,2015-08-13,8,OnCurb,1,,,Damage,TreesCount Staff,,pin oak,Quercus palustris,QN17,Forest Hills,4,4076901,Queens,Forest Hills,406,15,28,29,0,1,0
9315,2015-07-01,26,OnCurb,1,,,NoDamage,Volunteer,Stones,London planetree,Platanus x acerifolia,MN23,West Village,1,1007500,Manhattan,New York,102,27,66,3,0,1,0
9316,2015-08-18,8,OnCurb,1,,,NoDamage,Volunteer,,honeylocust,Gleditsia triacanthos var. inermis,SI37,Stapleton-Rosebank,5,5002900,Staten Island,Staten Island,501,23,61,49,0,1,0
9317,2015-08-07,24,OnCurb,1,,,NoDamage,Volunteer,BranchOther,cherry,Prunus,BX06,Belmont,2,2039300,Bronx,Bronx,206,33,78,15,0,1,0
9318,2015-08-30,11,OnCurb,0,,,NoDamage,NYC Parks Staff,,littleleaf linden,Tilia cordata,QN49,Whitestone,4,4098700,Queens,Whitestone,407,11,26,19,1,0,0
9319,2015-10-06,5,OffsetFromCurb,1,,,NoDamage,TreesCount Staff,,Japanese zelkova,Zelkova serrata,BK25,Homecrest,3,3041401,Brooklyn,Brooklyn,315,22,45,47,0,1,0
9320,2015-09-18,35,OnCurb,1,,,Damage,TreesCount Staff,,pin oak,Quercus palustris,QN17,Forest Hills,4,4070900,Queens,Forest Hills,406,15,28,29,0,1,0
9321,2016-09-09,7,OffsetFromCurb,1,1or2,Unsure,NoDamage,Volunteer,,silver linden,Tilia tomentosa,SI08,Grymes Hill-Clifton-Fox Hills,5,5003900,Staten Island,Staten Island,501,23,63,49,0,1,0
9322,2015-07-12,3,OnCurb,1,,,Damage,Volunteer,StonesTrunkOtherBranchLights,crimson king maple,Acer platanoides 'Crimson King',SI36,Old Town-Dongan Hills-South Beach,5,5011201,Staten Island,Staten Island,502,24,64,50,0,1,0
9323,2015-07-08,28,OnCurb,1,,,NoDamage,TreesCount Staff,,cherry,Prunus,BK37,Park Slope-Gowanus,3,3015700,Brooklyn,Brooklyn,306,21,52,39,0,1,0
9324,2015-07-11,16,OnCurb,1,1or2,Helpful,NoDamage,Volunteer,BranchOther,cherry,Prunus,QN17,Forest Hills,4,4072300,Queens,Forest Hills,406,15,28,29,0,1,0
9325,2015-06-09,6,OnCurb,1,,,NoDamage,TreesCount Staff,RootOther,pin oak,Quercus palustris,MN40,Upper East Side-Carnegie Hill,1,1012200,Manhattan,New York,108,28,73,4,0,1,0
9326,2015-08-15,30,OnCurb,1,,,Damage,TreesCount Staff,,London planetree,Platanus x acerifolia,MN12,Upper West Side,1,1016900,Manhattan,New York,107,29,69,6,0,1,0
9327,2015-10-13,5,OnCurb,1,,,Damage,TreesCount Staff,,pin oak,Quercus palustris,QN43,Bellerose,4,4157102,Queens,Bellerose,413,11,33,23,0,1,0
9328,2015-06-15,5,OnCurb,1,1or2,Harmful,Damage,Volunteer,BranchOther,Sophora,Styphnolobium japonicum,QN05,Rosedale,4,4066400,Queens,Rosedale,413,10,29,31,0,1,0
9329,2016-08-21,14,OnCurb,0,,,Damage,NYC Parks Staff,StonesRootOtherTrunkOther,English oak,Quercus robur,QN60,Kew Gardens,4,4013400,Queens,Richmond Hill,409,15,28,29,1,0,0
9330,2015-12-24,6,OnCurb,1,,,NoDamage,TreesCount Staff,,silver linden,Tilia tomentosa,BK76,Greenpoint,3,3057500,Brooklyn,Brooklyn,301,18,50,33,0,1,0
9331,2015-06-12,26,OnCurb,1,,,Damage,TreesCount Staff,,London planetree,Platanus x acerifolia,QN23,College Point,4,4090700,Queens,Flushing,407,11,27,19,0,1,0
9332,2015-08-16,5,OnCurb,1,1or2,Helpful,NoDamage,NYC Parks Staff,,Sophora,Styphnolobium japonicum,BK88,Borough Park,3,3023600,Brooklyn,Brooklyn,312,17,48,44,0,1,0
9333,2015-08-24,29,OnCurb,1,,,NoDamage,Volunteer,Stones,London planetree,Platanus x acerifolia,MN09,Morningside Heights,1,1019900,Manhattan,New York,109,30,69,7,0,1,0
9334,2016-06-15,3,OnCurb,1,,,Damage,Volunteer,,Japanese zelkova,Zelkova serrata,SI32,Rossville-Woodrow,5,5020804,Staten Island,Staten Island,503,24,62,51,0,1,0
9335,2015-10-06,31,OnCurb,1,,,Damage,Volunteer,,American linden,Tilia americana,BX31,Allerton-Pelham Gardens,2,2032600,Bronx,Bronx,211,34,80,13,0,1,0
9336,2015-07-16,20,OnCurb,1,,Helpful,Damage,NYC Parks Staff,RootOther,ginkgo,Ginkgo biloba,BK32,Sunset Park West,3,3002200,Brooklyn,Brooklyn,307,23,51,38,0,1,0
9337,2016-08-02,20,OnCurb,2,,,NoDamage,Volunteer,StonesBranchLights,pin oak,Quercus palustris,BK83,Cypress Hills-City Line,3,3120200,Brooklyn,Brooklyn,305,19,60,37,0,0,1
9338,2015-09-10,9,OnCurb,1,,,Damage,Volunteer,,green ash,Fraxinus pennsylvanica,BX22,North Riverdale-Fieldston-Riverdale,2,2034500,Bronx,Bronx,208,34,81,11,0,1,0
9339,2015-07-25,20,OnCurb,1,,,Damage,Volunteer,StonesTrunkOtherBranchOther,honeylocust,Gleditsia triacanthos var. inermis,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,3,3066000,Brooklyn,Brooklyn,318,22,59,46,0,1,0
9340,2015-12-11,2,OnCurb,1,,,NoDamage,NYC Parks Staff,,American elm,Ulmus americana,BX13,Co-op City,2,2046202,Bronx,Bronx,212,36,83,12,0,1,0
9341,2015-07-27,19,OnCurb,1,,,NoDamage,TreesCount Staff,Stones,English oak,Quercus robur,BK31,Bay Ridge,3,3004400,Brooklyn,Brooklyn,310,22,64,43,0,1,0
9342,2015-11-18,6,OnCurb,1,,,NoDamage,Volunteer,Stones,London planetree,Platanus x acerifolia,BK43,Midwood,3,3075200,Brooklyn,Brooklyn,314,17,42,45,0,1,0
9343,2015-09-16,4,OnCurb,0,3or4,Helpful,NoDamage,Volunteer,,ginkgo,Ginkgo biloba,BK68,Fort Greene,3,3003100,Brooklyn,Brooklyn,302,25,57,35,1,0,0
9344,2016-05-31,7,OnCurb,1,,,Damage,TreesCount Staff,,cherry,Prunus,QN42,Oakland Gardens,4,4137700,Queens,Oakland Gardens,411,16,25,23,0,1,0
9345,2016-07-11,5,OnCurb,1,,Harmful,Damage,Volunteer,MetalGrates,green ash,Fraxinus pennsylvanica,SI32,Rossville-Woodrow,5,5020803,Staten Island,Staten Island,503,24,62,51,0,1,0
9346,2016-05-15,8,OnCurb,0,3or4,Helpful,NoDamage,Volunteer,,Sophora,Styphnolobium japonicum,MN40,Upper East Side-Carnegie Hill,1,1012000,Manhattan,New York,108,28,73,4,1,0,0
9347,2015-11-21,5,OnCurb,1,1or2,Unsure,Damage,NYC Parks Staff,,American linden,Tilia americana,MN27,Chinatown,1,1000800,Manhattan,New York,103,26,65,1,0,1,0
9348,2015-08-13,7,OnCurb,1,,Helpful,NoDamage,Volunteer,,ginkgo,Ginkgo biloba,QN21,Middle Village,4,4067700,Queens,Middle Village,405,15,30,30,0,1,0
9349,2016-06-23,9,OnCurb,1,,,NoDamage,NYC Parks Staff,,littleleaf linden,Tilia cordata,QN42,Oakland Gardens,4,4136700,Queens,Oakland Gardens,411,16,25,23,0,1,0
9350,2015-08-06,3,OnCurb,1,,,NoDamage,Volunteer,,swamp white oak,Quercus bicolor,BX36,University Heights-Morris Heights,2,2021502,Bronx,Bronx,205,29,77,14,0,1,0
9351,2015-09-26,26,OnCurb,1,,,NoDamage,NYC Parks Staff,,London planetree,Platanus x acerifolia,BK29,Bensonhurst East,3,3040600,Brooklyn,Brooklyn,311,22,47,47,0,1,0
9352,2015-07-08,7,OnCurb,1,1or2,Helpful,NoDamage,NYC Parks Staff,,American elm,Ulmus americana,QN60,Kew Gardens,4,4014000,Queens,Kew Gardens,409,14,27,29,0,1,0
9353,2015-10-18,3,OnCurb,1,1or2,,Damage,NYC Parks Staff,StonesBranchOther,sweetgum,Liquidambar styraciflua,BX34,Melrose South-Mott Haven North,2,2007300,Bronx,Bronx,201,32,84,17,0,1,0
9354,2015-10-21,2,OnCurb,1,1or2,Helpful,Damage,Volunteer,StonesBranchLights,American linden,Tilia americana,BK82,East New York,3,3119200,Brooklyn,Brooklyn,305,18,54,37,0,1,0
9355,2015-10-11,6,OnCurb,1,3or4,,Damage,Volunteer,MetalGrates,green ash,Fraxinus pennsylvanica,SI32,Rossville-Woodrow,5,5020803,Staten Island,Staten Island,503,24,62,51,0,1,0
9356,2016-03-13,28,OnCurb,1,3or4,Helpful,NoDamage,Volunteer,WiresRope,American elm,Ulmus americana,QN56,Ozone Park,4,4005800,Queens,Ozone Park,410,15,23,32,0,1,0
9357,2016-08-30,11,OnCurb,1,,,Damage,TreesCount Staff,,Callery pear,Pyrus calleryana,QN20,Ridgewood,4,4053900,Queens,Ridgewood,405,12,37,34,0,1,0
9358,2015-06-30,36,OffsetFromCurb,1,,,NoDamage,NYC Parks Staff,,Callery pear,Pyrus calleryana,BK29,Bensonhurst East,3,3040600,Brooklyn,Brooklyn,311,22,47,47,0,1,0
9359,2015-10-20,6,OnCurb,2,1or2,Unsure,Damage,Volunteer,BranchOther,Callery pear,Pyrus calleryana,QN46,Bayside-Bayside Hills,4,4109300,Queens,Bayside,411,11,26,19,0,0,1
9360,2015-10-15,2,OnCurb,1,1or2,Unsure,NoDamage,Volunteer,,American linden,Tilia americana,BK82,East New York,3,3107800,Brooklyn,Brooklyn,305,19,60,42,0,1,0
9361,2015-08-08,5,OnCurb,1,,,NoDamage,Volunteer,,cherry,Prunus,BX52,Schuylerville-Throgs Neck-Edgewater Park,2,2018400,Bronx,Bronx,210,34,82,13,0,1,0
9362,2015-11-03,24,OnCurb,1,,,Damage,TreesCount Staff,,Norway maple,Acer platanoides,QN70,Astoria,4,4014900,Queens,Astoria,401,12,36,22,0,1,0
9363,2016-06-11,5,OnCurb,1,,Helpful,NoDamage,TreesCount Staff,,Oklahoma redbud,Cercis reniformis,SI48,Arden Heights,5,5017007,Staten Island,Staten Island,503,24,63,51,0,1,0
9364,2015-08-09,13,OnCurb,0,,,Damage,Volunteer,StonesBranchLights,English oak,Quercus robur,QN70,Astoria,4,4006300,Queens,Astoria,401,12,36,22,1,0,0
9365,2015-08-10,4,OnCurb,0,3or4,,Damage,Volunteer,,cherry,Prunus,BK31,Bay Ridge,3,3013600,Brooklyn,Brooklyn,310,22,64,43,1,0,0
9366,2015-09-28,6,OnCurb,1,3or4,Helpful,NoDamage,Volunteer,,cherry,Prunus,SI48,Arden Heights,5,5017007,Staten Island,Staten Island,503,24,63,51,0,1,0
9367,2015-07-09,3,OnCurb,1,,,NoDamage,NYC Parks Staff,,silver maple,Acer saccharinum,QN31,Hunters Point-Sunnyside-West Maspeth,4,4019900,Queens,Long Island City,402,12,37,26,0,1,0
9368,2016-06-01,3,OnCurb,1,,,NoDamage,Volunteer,Stones,Norway maple,Acer platanoides,BK76,Greenpoint,3,3057500,Brooklyn,Brooklyn,301,18,50,33,0,1,0
9369,2015-11-25,21,OnCurb,1,,,NoDamage,NYC Parks Staff,,London planetree,Platanus x acerifolia,MN33,East Harlem South,1,1016400,Manhattan,New York,111,29,68,8,0,1,0
9370,2016-08-11,7,OnCurb,1,,,NoDamage,Volunteer,Stones,pin oak,Quercus palustris,QN48,Auburndale,4,4145101,Queens,Flushing,411,11,26,19,0,1,0
9371,2015-07-31,4,OnCurb,1,,,Damage,TreesCount Staff,,pin oak,Quercus palustris,QN51,Murray Hill,4,4114100,Queens,Flushing,407,11,26,19,0,1,0
9372,2015-08-26,3,OnCurb,1,,,NoDamage,NYC Parks Staff,,cherry,Prunus,QN42,Oakland Gardens,4,4136700,Queens,Oakland Gardens,411,16,25,23,0,1,0
9373,2015-12-16,10,OnCurb,1,,Helpful,Damage,TreesCount Staff,,Kentucky coffeetree,Gymnocladus dioicus,BK75,Bedford,3,3024500,Brooklyn,Brooklyn,303,25,57,36,0,1,0
9374,2015-11-10,11,OnCurb,0,1or2,Helpful,Damage,TreesCount Staff,,ginkgo,Ginkgo biloba,BK33,Carroll Gardens-Columbia Street-Red Hook,3,3006300,Brooklyn,Brooklyn,306,26,52,39,1,0,0
9375,2016-06-21,3,OnCurb,1,,,NoDamage,Volunteer,,cherry,Prunus,BK33,Carroll Gardens-Columbia Street-Red Hook,3,3005100,Brooklyn,Brooklyn,306,26,51,39,0,1,0
9376,2015-08-26,3,OnCurb,1,,,NoDamage,NYC Parks Staff,RootOtherWiresRopeTrunkOtherBranchOther,ginkgo,Ginkgo biloba,QN19,Glendale,4,4063900,Queens,Ridgewood,405,15,28,30,0,1,0
9377,2015-09-27,4,OnCurb,0,,,NoDamage,Volunteer,StonesTrunkOtherBranchOther,littleleaf linden,Tilia cordata,MN17,Midtown-Midtown South,1,1007400,Manhattan,New York,105,28,75,2,1,0,0
9378,2015-06-08,7,OnCurb,1,1or2,,NoDamage,TreesCount Staff,,cherry,Prunus,QN23,College Point,4,4092500,Queens,College Point,407,11,27,19,0,1,0
9379,2016-07-13,17,OnCurb,1,,,NoDamage,TreesCount Staff,TrunkOtherBranchOther,eastern redbud,Cercis canadensis,QN43,Bellerose,4,4157101,Queens,Bellerose,413,11,24,23,0,1,0
9380,2015-08-06,6,OnCurb,1,,,NoDamage,Volunteer,BranchLights,London planetree,Platanus x acerifolia,BK82,East New York,3,3116600,Brooklyn,Brooklyn,305,18,54,37,0,1,0
9381,2015-11-13,3,OnCurb,1,1or2,Harmful,Damage,Volunteer,TrunkOther,green ash,Fraxinus pennsylvanica,QN46,Bayside-Bayside Hills,4,4109700,Queens,Bayside,411,11,26,19,0,1,0
9382,2015-09-15,10,OnCurb,1,,,Damage,Volunteer,StonesBranchLights,pin oak,Quercus palustris,BX43,Norwood,2,2043100,Bronx,Bronx,207,36,81,11,0,1,0
9383,2015-12-16,2,OffsetFromCurb,1,1or2,Harmful,NoDamage,Volunteer,,purple-leaf plum,Prunus cerasifera,MN25,Battery Park City-Lower Manhattan,1,1031704,Manhattan,New York,101,26,65,1,0,1,0
9384,2016-03-18,4,OnCurb,1,1or2,,Damage,TreesCount Staff,,Callery pear,Pyrus calleryana,BK35,Stuyvesant Heights,3,3027900,Brooklyn,Brooklyn,303,25,56,36,0,1,0
9385,2015-10-06,13,OnCurb,1,,,Damage,TreesCount Staff,Stones,London planetree,Platanus x acerifolia,BK90,East Williamsburg,3,3049500,Brooklyn,Brooklyn,301,18,53,34,0,1,0
9386,2015-10-13,7,OnCurb,0,1or2,Helpful,Damage,Volunteer,,American elm,Ulmus americana,BX31,Allerton-Pelham Gardens,2,2032600,Bronx,Bronx,211,34,80,13,1,0,0
9387,2015-05-20,7,OnCurb,0,,,Damage,NYC Parks Staff,,Cornelian cherry,Cornus mas,QN06,Jamaica Estates-Holliswood,4,4127700,Queens,Jamaica,408,11,24,24,1,0,0
9388,2015-08-17,5,OnCurb,1,,,Damage,TreesCount Staff,,eastern redbud,Cercis canadensis,QN15,Far Rockaway-Bayswater,4,4101001,Queens,Far Rockaway,414,10,23,31,0,1,0
9389,2016-06-03,8,OnCurb,1,,,NoDamage,NYC Parks Staff,,honeylocust,Gleditsia triacanthos var. inermis,SI11,Charleston-Richmond Valley-Tottenville,5,5024401,Staten Island,Staten Island,503,24,62,51,0,1,0
9390,2015-10-10,6,OnCurb,1,,,NoDamage,TreesCount Staff,BranchLights,Japanese zelkova,Zelkova serrata,BX13,Co-op City,2,2046202,Bronx,Bronx,212,36,83,12,0,1,0
9391,2016-07-05,21,OnCurb,1,,Helpful,Damage,Volunteer,,Sophora,Styphnolobium japonicum,QN44,Glen Oaks-Floral Park-New Hyde Park,4,4157901,Queens,Glen Oaks,413,11,26,23,0,1,0
9392,2015-10-19,2,OnCurb,0,1or2,Helpful,Damage,TreesCount Staff,,American elm,Ulmus americana,QN43,Bellerose,4,4161700,Queens,Bellerose,413,11,33,23,1,0,0
9393,2015-12-21,10,OffsetFromCurb,1,,Helpful,NoDamage,Volunteer,BranchOther,green ash,Fraxinus pennsylvanica,QN05,Rosedale,4,4066400,Queens,Rosedale,413,10,29,31,0,1,0
9394,2015-10-16,10,OnCurb,1,,,Damage,Volunteer,TrunkLights,English oak,Quercus robur,QN51,Murray Hill,4,4116300,Queens,Flushing,407,16,40,20,0,1,0
9395,2015-08-24,4,OnCurb,1,,,NoDamage,TreesCount Staff,,pin oak,Quercus palustris,BK69,Clinton Hill,3,3019700,Brooklyn,Brooklyn,302,25,57,35,0,1,0
9396,2015-12-22,6,OffsetFromCurb,1,,,NoDamage,TreesCount Staff,,cherry,Prunus,QN66,Laurelton,4,4035800,Queens,Springfield Gardens,413,14,29,31,0,1,0
9397,2015-10-24,6,OnCurb,0,,,Damage,TreesCount Staff,Stones,Norway maple,Acer platanoides,BK76,Greenpoint,3,3057500,Brooklyn,Brooklyn,301,18,50,33,1,0,0
9398,2016-05-13,17,OnCurb,0,,,Damage,Volunteer,,English oak,Quercus robur,BX35,Morrisania-Melrose,2,2018500,Bronx,Bronx,203,32,79,16,1,0,0
9399,2016-05-30,7,OnCurb,1,,Unsure,Damage,Volunteer,,Siberian elm,Ulmus pumila,QN03,Springfield Gardens South-Brookville,4,4032000,Queens,Springfield Gardens,413,10,31,31,0,1,0
9400,2016-08-31,2,OnCurb,1,,,Damage,NYC Parks Staff,,'Schubert' chokecherry,Prunus virginiana,SI01,Annadale-Huguenot-Prince's Bay-Eltingville,5,5019800,Staten Island,Staten Island,503,24,62,51,0,1,0
9401,2015-10-15,17,OnCurb,1,,,NoDamage,TreesCount Staff,Stones,pin oak,Quercus palustris,QN08,St. Albans,4,4052000,Queens,Saint Albans,412,14,33,27,0,1,0
9402,2015-07-15,6,OnCurb,0,1or2,Helpful,NoDamage,Volunteer,,Sophora,Styphnolobium japonicum,SI28,Port Richmond,5,5021300,Staten Island,Staten Island,501,23,61,49,1,0,0
9403,2015-11-16,7,OnCurb,1,1or2,Helpful,NoDamage,Volunteer,RootOtherBranchOther,honeylocust,Gleditsia triacanthos var. inermis,MN24,SoHo-TriBeCa-Civic Center-Little Italy,1,1002100,Manhattan,New York,101,26,66,1,0,1,0
9404,2015-07-22,13,OffsetFromCurb,1,,,Damage,Volunteer,,green ash,Fraxinus pennsylvanica,MN40,Upper East Side-Carnegie Hill,1,1013000,Manhattan,New York,108,28,73,4,0,1,0
9405,2015-10-13,29,OnCurb,1,,,NoDamage,Volunteer,Stones,pin oak,Quercus palustris,MN14,Lincoln Square,1,1015500,Manhattan,New York,107,27,67,6,0,1,0
9406,2016-08-02,17,OnCurb,1,,,Damage,TreesCount Staff,Stones,London planetree,Platanus x acerifolia,QN28,Jackson Heights,4,4028700,Queens,Jackson Heights,403,13,34,25,0,1,0
9407,2015-10-26,3,OnCurb,1,,,Damage,TreesCount Staff,,silver linden,Tilia tomentosa,BK35,Stuyvesant Heights,3,3029500,Brooklyn,Brooklyn,303,25,56,36,0,1,0
9408,2015-10-26,6,OnCurb,1,,,Damage,Volunteer,BranchLights,pin oak,Quercus palustris,QN15,Far Rockaway-Bayswater,4,4103202,Queens,Far Rockaway,414,15,23,31,0,1,0
9409,2015-12-05,19,OnCurb,1,,,Damage,NYC Parks Staff,Stones,London planetree,Platanus x acerifolia,MN27,Chinatown,1,1001600,Manhattan,New York,103,26,65,1,0,1,0
9410,2015-06-23,14,OnCurb,0,1or2,Helpful,NoDamage,Volunteer,,Sophora,Styphnolobium japonicum,BK83,Cypress Hills-City Line,3,3114600,Brooklyn,Brooklyn,305,18,54,37,1,0,0
9411,2015-11-20,30,OnCurb,1,,,Damage,TreesCount Staff,,London planetree,Platanus x acerifolia,BK61,Crown Heights North,3,3033700,Brooklyn,Brooklyn,308,20,56,35,0,1,0
9412,2015-10-27,26,OnCurb,0,,,NoDamage,Volunteer,Stones,pin oak,Quercus palustris,QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,4,4093401,Queens,Rockaway Park,414,15,23,32,1,0,0
9413,2015-07-28,23,OnCurb,1,,,Damage,TreesCount Staff,,pin oak,Quercus palustris,QN61,Jamaica,4,4046000,Queens,Jamaica,412,11,29,27,0,1,0
9414,2015-11-04,26,OnCurb,1,,,Damage,Volunteer,,pin oak,Quercus palustris,BK35,Stuyvesant Heights,3,3027300,Brooklyn,Brooklyn,303,25,56,36,0,1,0
9415,2015-12-06,10,OnCurb,1,,,Damage,TreesCount Staff,,Callery pear,Pyrus calleryana,MN34,East Harlem North,1,1019800,Manhattan,New York,111,30,68,9,0,1,0
9416,2015-08-19,16,OnCurb,1,,,Damage,TreesCount Staff,,London planetree,Platanus x acerifolia,BX55,Soundview-Bruckner,2,2005200,Bronx,Bronx,209,32,85,17,0,1,0
9417,2015-07-13,3,OnCurb,2,1or2,Helpful,NoDamage,Volunteer,,littleleaf linden,Tilia cordata,QN22,Flushing,4,4086900,Queens,Flushing,407,16,40,20,0,0,1
9418,2015-09-25,15,OnCurb,0,,,Damage,TreesCount Staff,Stones,pin oak,Quercus palustris,QN61,Jamaica,4,4020600,Queens,Jamaica,412,10,32,28,1,0,0
9419,2015-07-28,9,OnCurb,1,,,Damage,TreesCount Staff,,littleleaf linden,Tilia cordata,BX14,East Concourse-Concourse Village,2,2018301,Bronx,Bronx,204,32,77,16,0,1,0
9420,2015-09-06,7,OnCurb,1,,,Damage,TreesCount Staff,,red maple,Acer rubrum,SI11,Charleston-Richmond Valley-Tottenville,5,5024401,Staten Island,Staten Island,503,24,62,51,0,1,0
9421,2015-10-08,15,OnCurb,2,,,Damage,NYC Parks Staff,,honeylocust,Gleditsia triacanthos var. inermis,SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,5,5027705,Staten Island,Staten Island,502,24,63,51,0,0,1
9422,2015-10-09,7,OnCurb,1,,,Damage,NYC Parks Staff,,cherry,Prunus,SI35,New Brighton-Silver Lake,5,5012100,Staten Island,Staten Island,501,24,61,49,0,1,0
9423,2015-07-01,28,OnCurb,1,,,NoDamage,Volunteer,Stones,Japanese tree lilac,Syringa reticulata,QN54,Richmond Hill,4,4012800,Queens,Richmond Hill,409,10,28,32,0,1,0
9424,2016-09-14,2,OnCurb,0,,,Damage,Volunteer,Stones,English oak,Quercus robur,QN03,Springfield Gardens South-Brookville,4,4032000,Queens,Springfield Gardens,413,10,31,31,1,0,0
9425,2015-12-14,22,OnCurb,1,1or2,,NoDamage,Volunteer,,Norway maple,Acer platanoides,QN70,Astoria,4,4006300,Queens,Astoria,401,12,36,22,0,1,0
9426,2015-10-22,18,OnCurb,1,3or4,Helpful,Damage,Volunteer,BranchOther,willow oak,Quercus phellos,BK75,Bedford,3,3026500,Brooklyn,Brooklyn,303,25,56,36,0,1,0
9427,2015-08-12,3,OnCurb,1,1or2,Helpful,NoDamage,Volunteer,,littleleaf linden,Tilia cordata,QN46,Bayside-Bayside Hills,4,4140901,Queens,Oakland Gardens,411,11,25,20,0,1,0
9428,2015-11-10,30,OnCurb,1,,,Damage,TreesCount Staff,StonesWiresRopeBranchLights,honeylocust,Gleditsia triacanthos var. inermis,QN66,Laurelton,4,4065000,Queens,Springfield Gardens,413,14,29,31,0,1,0
9429,2015-10-26,5,OnCurb,0,,,NoDamage,Volunteer,StonesBranchLights,London planetree,Platanus x acerifolia,BK32,Sunset Park West,3,3014500,Brooklyn,Brooklyn,307,20,51,38,1,0,0
9430,2015-11-20,4,OnCurb,1,,,Damage,TreesCount Staff,,golden raintree,Koelreuteria paniculata,QN15,Far Rockaway-Bayswater,4,4100801,Queens,Far Rockaway,414,10,23,31,0,1,0
9431,2015-07-15,29,OnCurb,0,,,NoDamage,Volunteer,,Norway maple,Acer platanoides,QN22,Flushing,4,4086900,Queens,Flushing,407,16,40,20,1,0,0
